,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,3.0,2.0,4.0,7.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0
brlcad.csv,6.0,0.0,0.0,25.0,25.0,0.0,9.0,4.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,26.0
genoviz.csv,1.0,1509.0,65.0,101.0,105.0,226.0,67.0,81.0,4.0,80.0,78.0,118.0,113.0,153.0,54.0,70.0,0.0,0.0
gnupdate.csv,2.0,0.0,3.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,10.0
google-gears.csv,2.0,1.0,14.0,19.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,22.0
konversation.csv,1.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
linux-ntfs.csv,2.0,4.0,2.0,13.0,1.0,0.0,8.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,7.0
linuxsh.csv,1.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,4.0,0.0,78.0,0.0,2.0,0.0,2.0,0.0,0.0,49.0
modplug.csv,5.0,20.0,9.0,14.0,12.0,0.0,2.0,6.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0
nativeclient.csv,1.0,1.0,10.0,11.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0
ogre.csv,6.0,4.0,4.0,22.0,2.0,0.0,9.0,7.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,28.0
openfrag.csv,5.0,3.0,1.0,3.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,21.0
projecteqemu.csv,1.0,0.0,3.0,5.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,6.0
qse.csv,1.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.0
sandiaportals.csv,5.0,4.0,2.0,8.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
sauerbraten.csv,0.0,0.0,6.0,14.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0
turbotrader-bos.csv,6.0,0.0,2.0,18.0,2.0,0.0,7.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,14.0
xapian.csv,4.0,2.0,65.0,1.0,12.0,0.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,49.0
