,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.5,0.51,0.35,0.46,0.3,0.5,0.0,0.19,0.37,0.51,0.38,0.3,0.22,0.3,0.41,0.33,0.16,0.49
brlcad.csv,0.83,0.0,0.33,0.86,0.29,0.5,1.0,0.49,0.87,0.96,1.0,0.96,0.97,0.95,1.0,1.0,0.92,0.76
genoviz.csv,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnupdate.csv,0.46,0.13,0.07,0.26,0.01,0.0,0.1,0.15,0.45,0.27,0.38,0.17,0.12,0.03,0.24,0.11,0.07,0.24
google-gears.csv,0.79,0.68,0.44,0.93,0.52,0.5,0.47,0.4,0.32,0.69,0.71,0.58,0.73,0.0,0.86,0.44,0.87,0.62
konversation.csv,0.12,0.07,0.18,0.0,0.02,0.0,0.02,0.3,0.06,0.16,0.17,0.04,0.11,0.0,0.03,0.0,0.03,0.11
linux-ntfs.csv,0.25,0.4,0.27,0.49,0.33,0.5,0.43,0.15,0.36,0.53,0.71,0.38,0.41,0.35,0.0,0.44,0.3,0.4
linuxsh.csv,0.04,0.02,0.0,0.02,0.06,0.0,0.02,0.0,0.08,0.04,0.04,0.0,0.02,0.14,0.14,0.0,0.04,0.02
modplug.csv,0.62,0.58,0.44,0.64,0.38,1.0,0.24,0.79,0.48,0.78,0.04,0.45,0.52,0.46,0.62,0.44,0.37,0.51
nativeclient.csv,0.25,0.37,0.44,0.4,0.24,0.5,0.22,0.3,0.3,0.47,0.21,0.47,0.25,0.35,0.52,0.17,0.01,0.53
ogre.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0
openfrag.csv,0.92,0.88,0.87,0.53,0.88,0.5,0.29,0.57,0.5,0.64,0.58,0.02,0.27,0.32,0.66,0.17,0.87,0.84
projecteqemu.csv,0.46,0.54,0.09,0.14,0.02,0.5,0.35,0.11,0.2,0.0,0.04,0.09,0.15,0.14,0.55,0.17,0.08,0.33
qse.csv,0.46,0.5,0.16,0.32,0.16,0.5,0.04,0.02,0.3,0.33,0.29,0.19,0.12,0.05,0.24,0.22,0.09,0.6
sandiaportals.csv,0.92,0.78,0.58,0.6,0.62,0.5,0.55,0.55,0.51,0.58,0.25,0.3,0.2,0.41,0.83,0.0,0.38,0.69
sauerbraten.csv,0.04,0.29,0.31,0.2,0.36,1.0,0.16,0.09,0.29,0.27,0.25,0.23,0.23,0.22,0.52,0.11,0.2,0.53
turbotrader-bos.csv,0.88,0.17,0.53,0.32,0.16,0.5,0.88,0.4,0.0,0.62,0.83,0.11,0.64,0.3,0.69,0.83,0.18,0.42
xapian.csv,0.33,0.27,0.16,0.23,0.29,0.5,0.04,0.04,0.13,0.47,0.17,0.28,0.0,0.59,0.14,0.61,0.05,0.13
