,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.25,0.35,0.27,0.25,0.26,0.0,0.34,0.28,0.28,0.09
aime.csv,0.67,1.0,0.51,0.0,0.34,0.06,0.11,0.11,0.22,0.08
badtrinitycore.csv,0.0,0.05,0.27,0.19,0.24,0.46,0.26,0.2,0.3,0.17
electric-core.csv,0.79,0.55,0.23,0.36,0.93,0.97,0.68,0.68,0.7,0.68
geochat.csv,0.04,0.95,0.7,0.11,0.44,0.0,0.03,0.01,0.02,0.26
mumble.csv,0.83,1.0,0.44,0.04,0.5,0.34,0.15,0.19,0.37,0.32
olsrd.csv,0.71,0.2,0.26,0.26,0.46,0.11,0.57,0.39,0.43,0.33
silvertree.csv,0.92,0.05,0.48,0.59,0.1,0.2,0.68,0.95,0.67,0.24
skia.csv,0.62,0.3,0.62,0.49,0.5,0.26,0.45,0.5,0.26,0.21
t-2.csv,0.33,0.4,0.41,0.46,0.69,0.71,0.4,0.19,0.46,0.57
