,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.79,0.88,0.38,0.23,0.31,1.0,0.37,0.09,0.38,0.25
aime.csv,0.54,0.77,0.13,0.0,0.36,0.0,0.3,0.07,0.33,0.43
badtrinitycore.csv,0.0,0.0,0.31,0.36,0.24,0.53,0.47,0.2,0.39,0.35
electric-core.csv,0.58,0.82,0.42,0.18,0.16,0.42,0.29,0.15,0.32,0.23
geochat.csv,0.86,0.77,0.14,0.05,0.23,0.0,0.6,0.43,0.0,0.39
mumble.csv,0.56,0.77,0.2,0.21,0.26,0.54,0.67,0.14,0.37,0.33
olsrd.csv,0.6,0.92,0.34,0.22,0.18,0.56,0.37,0.15,0.43,0.26
silvertree.csv,0.54,0.97,0.29,0.14,0.22,0.71,0.33,0.12,0.37,0.25
skia.csv,0.58,0.87,0.24,0.17,0.23,0.55,0.4,0.14,0.56,0.36
t-2.csv,0.56,0.65,0.2,0.13,0.15,0.44,0.4,0.32,0.28,0.2
