,f1,g,recall,precision,pf,wins
adaptagrams.csv,0.38,0.5700000000000001,0.5449999999999999,0.375,0.265,8
aime.csv,0.22,0.195,0.21000000000000002,0.315,0.165,0
badtrinitycore.csv,0.345,0.41500000000000004,0.375,0.32999999999999996,0.22,3
electric-core.csv,0.42,0.575,0.73,0.305,0.68,4
geochat.csv,0.20500000000000002,0.18,0.175,0.31,0.075,1
mumble.csv,0.4,0.48,0.53,0.35,0.355,5
olsrd.csv,0.36,0.5549999999999999,0.53,0.355,0.36,6
silvertree.csv,0.44999999999999996,0.575,0.715,0.31,0.5349999999999999,7
skia.csv,0.435,0.635,0.6799999999999999,0.38,0.47,9
t-2.csv,0.32,0.475,0.49,0.30000000000000004,0.435,2
