,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.31,0.41,0.54,0.55,0.5,0.0,0.54,0.82,0.62,0.92
aime.csv,0.4,0.44,0.61,0.0,0.53,0.5,0.9,0.99,0.87,0.93
badtrinitycore.csv,0.0,0.0,0.62,0.66,0.48,0.38,0.5,0.65,0.57,0.81
electric-core.csv,0.31,0.51,0.65,0.48,0.44,0.39,0.5,0.48,0.43,0.41
geochat.csv,0.86,0.45,0.49,0.98,0.54,0.0,0.8,0.86,0.0,0.63
mumble.csv,0.31,0.44,0.52,0.95,0.39,0.5,0.47,0.86,0.48,0.61
olsrd.csv,0.33,0.34,0.57,0.62,0.37,0.89,0.46,0.53,0.49,0.67
silvertree.csv,0.31,0.44,0.46,0.44,0.89,0.58,0.39,0.46,0.39,0.69
skia.csv,0.33,0.34,0.41,0.45,0.36,0.55,0.44,0.5,0.44,0.7
t-2.csv,0.67,0.83,0.58,0.5,0.62,0.42,0.49,0.75,0.69,0.53
