,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.37,0.34,1.0,0.49,0.08,0.09,0.23,0.26,0.21,0.21,0.76,0.44
baadengine.csv,0.99,0.74,0.51,0.77,0.08,0.11,0.3,0.25,0.63,0.45,0.92,0.8
chaosrts.csv,0.8,0.68,0.58,0.74,0.08,0.1,0.32,0.26,0.58,0.42,0.99,0.77
chaperon.csv,0.22,0.13,0.2,0.38,0.0,1.0,0.0,0.0,0.0,0.17,0.17,0.21
empyrean.csv,0.76,0.96,0.52,0.6,0.08,0.07,0.31,0.34,0.41,0.46,0.87,0.61
hydrate.csv,0.36,0.14,0.33,0.48,0.0,0.0,0.32,0.25,0.19,0.38,0.17,0.98
jaxlib.csv,0.09,0.03,0.0,0.03,1.0,0.0,0.0,0.21,0.29,0.0,0.15,0.06
joustsim.csv,0.43,0.28,0.32,0.2,0.09,0.0,0.14,1.0,0.19,0.26,0.42,0.71
loki-lib.csv,0.81,0.64,0.48,0.69,0.05,0.19,0.28,0.33,0.96,0.42,0.83,0.76
owlapi.csv,0.27,0.08,0.06,0.24,0.0,0.0,0.96,0.09,0.16,0.18,0.31,0.26
pamguard.csv,0.68,0.64,0.3,1.0,0.05,0.18,0.35,0.11,0.44,0.37,0.76,0.65
poormans.csv,0.35,0.18,0.42,0.61,0.13,0.0,0.34,0.39,0.21,0.99,0.33,0.72
