,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.85,0.8,0.0,0.67,0.69,0.84,0.78,0.84,0.87,0.8,0.67,0.7
baadengine.csv,0.04,0.78,0.7,0.85,0.98,0.82,0.84,0.89,0.48,0.55,0.95,0.84
chaosrts.csv,0.47,0.95,0.63,0.75,0.92,0.87,0.68,0.95,0.64,0.59,0.01,0.95
chaperon.csv,0.88,0.93,0.87,0.76,1.01,0.0,1.0,1.0,1.0,0.87,0.91,0.89
empyrean.csv,0.57,0.07,0.59,0.65,0.92,0.88,0.69,0.54,0.69,0.61,0.85,0.62
hydrate.csv,0.78,0.93,0.74,0.71,1.16,1.0,0.64,0.82,0.9,0.74,0.91,0.03
jaxlib.csv,0.95,0.99,1.0,0.98,0.0,1.0,1.0,0.82,0.83,1.0,0.92,0.97
joustsim.csv,0.74,0.84,0.75,0.89,0.64,1.0,0.87,0.0,0.9,0.76,0.76,0.5
loki-lib.csv,0.58,0.69,0.73,0.7,0.88,0.58,0.68,0.66,0.07,0.62,0.45,0.85
owlapi.csv,0.85,0.96,0.98,0.86,1.0,1.04,0.08,0.92,0.93,0.88,0.82,0.85
pamguard.csv,0.67,0.77,0.92,0.0,0.87,0.62,0.59,1.02,0.76,0.62,0.76,0.76
poormans.csv,0.81,0.9,0.65,0.62,0.56,1.01,0.55,0.51,0.87,0.03,0.81,0.59
