,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.43,0.24,0.0,0.24,0.48,0.38,0.16,0.82,0.11,0.32,0.58,0.11
baadengine.csv,0.04,0.76,0.67,0.85,0.98,0.65,0.84,0.87,0.41,0.54,0.95,0.84
chaosrts.csv,0.4,0.92,0.63,0.73,0.92,0.71,0.66,0.95,0.61,0.56,0.0,0.95
chaperon.csv,0.06,0.03,0.11,0.03,0.12,0.0,0.0,0.02,0.02,0.16,0.11,0.11
empyrean.csv,0.49,0.0,0.52,0.45,0.92,0.46,0.67,0.47,0.37,0.61,0.84,0.42
hydrate.csv,0.0,0.0,0.28,0.33,0.58,0.08,0.21,0.05,0.0,0.03,0.0,0.0
jaxlib.csv,0.02,0.05,0.0,0.0,0.0,0.06,0.02,0.1,0.02,0.0,0.0,0.05
joustsim.csv,0.22,0.16,0.2,0.12,0.4,0.04,0.21,0.0,0.0,0.2,0.21,0.37
loki-lib.csv,0.55,0.58,0.7,0.64,0.73,0.52,0.57,0.65,0.0,0.61,0.37,0.84
owlapi.csv,0.08,0.08,0.24,0.0,0.04,0.27,0.0,0.17,0.35,0.05,0.11,0.05
pamguard.csv,0.55,0.68,0.74,0.0,0.71,0.56,0.56,0.72,0.61,0.53,0.68,0.68
poormans.csv,0.26,0.05,0.35,0.42,0.56,0.15,0.33,0.23,0.13,0.0,0.0,0.53
