,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.76,0.96,0.59,0.6,0.46,0.84,0.81,0.59,0.89,0.74,0.56,0.75
baadengine.csv,0.44,0.43,0.35,0.33,0.29,0.42,0.47,0.52,0.49,0.4,0.39,0.35
chaosrts.csv,0.53,0.48,0.36,0.34,0.28,0.44,0.49,0.48,0.47,0.44,0.4,0.38
chaperon.csv,0.99,0.83,0.88,0.93,0.83,0.75,0.0,0.0,0.0,0.96,0.93,0.83
empyrean.csv,0.54,0.52,0.38,0.45,0.3,0.57,0.51,0.56,0.62,0.41,0.42,0.54
hydrate.csv,0.99,0.8,0.6,0.55,0.39,0.75,0.61,0.8,0.67,0.92,0.92,0.41
jaxlib.csv,0.96,0.67,0.0,0.0,0.5,0.67,0.67,0.88,0.83,0.0,0.91,0.5
joustsim.csv,0.92,0.72,0.73,0.91,0.55,0.5,0.84,0.82,0.67,0.74,0.76,0.52
loki-lib.csv,0.49,0.48,0.35,0.3,0.33,0.46,0.46,0.43,0.59,0.41,0.42,0.37
owlapi.csv,0.99,0.83,0.92,0.88,0.5,0.85,0.91,0.91,0.9,0.91,0.96,0.83
pamguard.csv,0.66,0.55,0.52,0.44,0.37,0.53,0.55,0.65,0.61,0.51,0.44,0.46
poormans.csv,0.9,0.89,0.5,0.41,0.41,0.86,0.47,0.4,0.9,0.7,0.78,0.41
