,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.29,0.27,1.0,0.41,0.5,0.28,0.28,0.48,0.17,0.3,0.59,0.35
baadengine.csv,0.98,0.56,0.63,0.46,0.09,0.46,0.48,0.4,0.72,0.74,0.21,0.49
chaosrts.csv,0.71,0.28,0.72,0.59,0.3,0.44,0.65,0.2,0.66,0.7,0.99,0.21
chaperon.csv,0.16,0.09,0.17,0.28,0.0,1.0,0.0,0.0,0.0,0.18,0.11,0.15
empyrean.csv,0.67,0.94,0.66,0.54,0.3,0.28,0.64,0.68,0.44,0.75,0.46,0.56
hydrate.csv,0.26,0.09,0.36,0.41,0.0,0.0,0.44,0.21,0.12,0.3,0.11,0.98
jaxlib.csv,0.06,0.01,0.0,0.02,1.0,0.0,0.0,0.21,0.2,0.0,0.1,0.04
joustsim.csv,0.33,0.2,0.31,0.15,0.52,0.0,0.19,1.0,0.12,0.3,0.31,0.66
loki-lib.csv,0.7,0.57,0.59,0.59,0.43,0.67,0.58,0.69,0.94,0.7,0.72,0.47
owlapi.csv,0.19,0.05,0.06,0.17,0.0,0.0,0.93,0.11,0.17,0.15,0.23,0.18
pamguard.csv,0.56,0.54,0.39,1.0,0.44,0.66,0.71,0.27,0.51,0.62,0.55,0.55
poormans.csv,0.27,0.12,0.48,0.55,0.8,0.0,0.58,0.58,0.17,0.98,0.23,0.66
