,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.19,0.29,0.39,0.61,0.35,0.14,0.32,0.07,0.45,0.32,0.53,0.26,0.25,0.4,0.23,0.39,0.27
all-plasm.csv,0.08,0.49,0.58,0.18,0.24,0.39,0.51,0.18,0.07,0.29,0.21,0.41,0.31,0.23,0.15,0.44,0.32
applet2app.csv,0.55,0.03,0.37,0.92,0.57,0.47,0.34,0.46,0.25,0.57,0.11,0.44,0.22,0.83,0.28,0.37,0.17
autat.csv,0.09,0.69,0.26,0.13,0.37,0.37,0.55,0.37,0.06,0.42,0.0,0.33,0.26,0.13,0.55,0.06,0.13
autowikibrowser.csv,0.47,0.46,0.3,0.43,0.45,0.33,0.53,0.81,0.64,0.37,0.34,0.48,0.54,0.93,0.42,0.22,0.34
gbif-providertoolkit.csv,0.17,0.46,0.57,0.74,0.41,0.65,0.55,0.28,0.15,0.91,0.25,0.64,0.29,0.23,0.24,0.57,0.5
htmlunit.csv,0.64,0.23,0.44,0.63,0.29,0.32,0.39,0.67,0.25,0.32,0.35,0.49,0.26,0.83,0.07,0.35,0.26
kmatplot.csv,0.16,0.8,0.28,0.98,0.76,0.37,0.69,0.37,0.26,0.57,0.05,0.05,0.37,0.6,0.79,0.46,0.49
mcore3d.csv,0.03,0.31,0.39,0.0,0.24,0.4,0.38,0.07,0.16,0.25,0.68,0.56,0.63,0.27,0.08,0.5,0.68
nh3d.csv,0.0,1.0,1.0,0.01,1.0,0.96,0.0,1.0,0.14,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
qgo.csv,0.85,0.14,0.69,0.88,0.5,0.54,0.47,0.63,0.72,0.4,0.85,0.79,0.6,0.77,0.48,0.91,0.88
qtwin.csv,0.0,0.37,0.09,0.03,0.11,0.04,0.53,0.09,0.11,0.09,0.0,0.07,0.12,0.13,0.11,0.04,0.07
reactos-mirror.csv,0.27,0.23,0.56,1.0,0.96,0.7,0.35,0.52,0.52,0.9,0.58,0.49,0.29,0.77,0.87,0.52,0.6
taokgame.csv,0.09,0.46,0.24,0.0,0.1,0.05,0.4,0.1,0.06,0.1,0.06,0.23,0.26,0.2,0.07,0.11,0.06
unbvision.csv,0.28,0.49,0.42,0.36,0.89,0.42,0.39,0.51,0.36,0.92,0.26,0.38,0.44,0.63,0.73,0.33,0.33
uwom.csv,0.16,0.26,0.37,0.99,0.61,0.42,0.4,0.27,0.16,0.23,0.02,0.23,0.26,0.33,0.54,0.78,0.25
wishmaster.csv,0.0,0.66,0.24,0.04,0.02,0.28,0.51,0.25,0.19,0.36,0.2,0.36,0.57,0.17,0.18,0.11,0.15
