,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.29,0.4,0.33,0.62,0.75,0.98,0.0,0.48,0.17,0.45,0.93,0.29,0.85,1.0,0.08,0.0
fontforge.csv,0.41,0.33,0.44,0.34,0.71,0.43,0.06,1.0,0.12,0.58,0.87,0.1,0.81,0.5,0.09,0.13
glas.csv,0.57,0.27,0.58,0.4,0.74,0.4,0.08,0.49,0.18,0.3,0.93,0.1,0.82,1.0,0.16,0.21
hannosset.csv,0.0,0.5,0.0,1.0,0.72,0.3,0.0,0.0,0.0,0.0,0.67,0.25,1.0,0.59,1.0,0.17
hatari.csv,0.59,0.43,0.9,0.33,0.78,0.53,0.0,0.21,0.15,0.47,0.95,0.07,0.73,0.33,0.06,0.19
jaolt.csv,0.49,0.3,0.52,0.41,0.7,0.54,0.04,0.49,0.2,0.56,0.95,0.08,0.99,0.42,0.05,0.14
ltp.csv,0.49,0.24,0.53,0.43,0.98,0.42,0.03,0.52,0.18,0.64,0.85,0.05,0.72,0.53,0.13,0.26
mia.csv,0.3,1.0,0.35,0.35,0.66,0.44,0.11,0.5,0.13,0.46,0.8,1.0,1.0,0.0,0.0,0.08
net-snmp.csv,1.0,0.35,0.4,0.6,0.54,0.56,0.14,0.54,0.07,0.46,0.82,0.14,0.8,0.5,0.0,0.13
opde.csv,0.46,0.39,0.45,0.96,0.8,0.42,0.04,0.5,0.16,0.51,0.86,0.09,0.72,0.5,0.09,0.15
oppna-program-hsatools.csv,0.49,0.31,0.51,0.34,0.71,0.49,0.02,0.37,0.13,0.49,0.99,0.09,0.71,0.48,0.09,0.18
powerfolder-.csv,0.8,1.0,0.67,0.6,0.48,0.47,0.5,0.59,0.35,0.5,0.89,0.14,0.94,0.0,0.0,0.2
qlc.csv,1.0,0.47,0.5,0.32,0.35,0.39,0.14,0.59,1.0,0.6,1.0,0.12,0.93,0.26,0.08,0.17
quantlib.csv,0.64,0.41,0.75,0.42,0.37,0.37,0.09,0.4,0.22,0.44,0.78,0.18,0.7,0.35,0.07,1.0
tcl.csv,0.32,0.3,0.32,0.24,0.54,0.31,0.0,0.41,0.17,0.95,0.75,0.1,0.83,0.45,0.0,0.08
