,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.1,0.55,0.03,0.2,0.53,0.97,0.0,0.5,0.22,0.49,0.37,0.5,0.48,0.05,0.33,0.0
fontforge.csv,0.22,0.74,0.52,0.44,0.74,0.65,1.0,0.92,0.33,0.56,0.49,0.5,0.4,0.35,0.83,0.33
glas.csv,0.49,0.52,0.52,0.48,0.66,0.52,1.0,0.79,0.89,0.18,0.62,0.5,0.44,0.89,1.0,0.46
hannosset.csv,0.0,0.03,0.0,0.04,0.1,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.01,0.27,0.83,0.04
hatari.csv,0.49,0.48,0.97,0.56,0.57,0.42,0.0,0.12,0.39,0.69,0.52,0.44,0.3,0.16,0.17,0.21
jaolt.csv,0.71,0.81,0.48,0.68,0.75,0.58,1.0,0.79,0.61,0.77,0.74,0.56,1.0,0.35,0.33,0.25
ltp.csv,0.41,0.39,0.62,0.48,0.98,0.53,1.0,0.46,0.44,0.36,0.27,0.17,0.32,0.24,0.67,0.38
mia.csv,0.27,0.23,0.24,0.28,0.37,0.12,1.0,0.42,0.33,0.62,0.11,0.94,0.04,0.0,0.0,0.08
net-snmp.csv,1.0,0.48,0.14,0.24,0.15,0.33,1.0,0.79,0.11,0.28,0.39,0.44,0.38,0.32,0.0,0.17
opde.csv,0.98,0.97,0.93,0.88,0.74,0.71,1.0,0.58,0.67,0.46,0.61,0.61,0.67,0.22,1.0,0.25
oppna-program-hsatools.csv,0.88,0.77,0.69,0.76,0.94,0.71,1.0,0.71,0.83,0.82,0.98,0.83,0.9,0.41,0.5,0.71
powerfolder-.csv,0.1,0.94,0.14,0.12,0.03,0.21,1.0,0.54,0.39,0.26,0.22,0.11,0.21,0.0,0.0,0.04
qlc.csv,0.17,0.68,0.03,0.24,0.02,0.27,1.0,0.71,0.94,0.31,0.1,0.39,0.34,0.32,0.33,0.12
quantlib.csv,0.22,0.52,0.21,0.2,0.03,0.64,1.0,0.58,0.44,0.36,0.67,0.67,0.73,0.16,0.17,0.96
tcl.csv,0.17,0.26,0.24,0.24,0.13,0.17,0.0,0.46,0.28,0.95,0.14,0.39,0.27,0.41,0.0,0.08
