,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.93,0.49,0.67,0.88,0.6,0.54,0.93,0.4,0.88,0.4,0.6,0.9,0.51,0.5,0.64,0.0
fontforge.csv,0.86,0.33,0.62,0.47,0.43,0.47,0.53,0.55,0.67,0.42,0.57,0.56,0.5,0.69,0.36,0.47
glas.csv,0.57,0.4,0.65,0.7,0.46,0.49,0.77,0.31,0.54,0.87,0.49,0.53,0.59,0.61,0.42,0.6
hannosset.csv,0.5,0.5,0.5,0.0,0.98,0.9,0.0,0.0,0.0,0.0,0.83,0.75,0.0,0.94,0.8,0.83
hatari.csv,0.56,0.63,0.58,0.42,0.52,0.6,0.73,0.93,0.78,0.33,0.56,0.5,0.9,0.94,0.94,0.96
jaolt.csv,0.36,0.35,0.44,0.34,0.36,0.46,0.52,0.28,0.38,0.3,0.42,0.38,0.41,0.65,0.37,0.5
ltp.csv,0.57,0.47,0.5,0.61,0.45,0.49,0.48,0.48,0.66,0.68,0.82,0.75,0.66,0.94,0.6,0.76
mia.csv,0.89,0.86,0.95,0.9,0.84,0.94,0.89,0.65,0.87,0.52,0.93,0.94,0.67,0.0,0.88,0.96
net-snmp.csv,0.56,0.58,0.9,0.9,0.98,0.79,0.86,0.31,0.87,0.62,0.57,0.75,0.63,0.62,0.92,0.8
opde.csv,0.41,0.36,0.43,0.74,0.47,0.41,0.57,0.46,0.57,0.49,0.51,0.47,0.44,0.94,0.38,0.66
oppna-program-hsatools.csv,0.36,0.31,0.41,0.41,0.33,0.35,0.4,0.33,0.43,0.37,0.42,0.38,0.39,0.52,0.69,0.4
powerfolder-.csv,0.8,0.69,0.83,0.8,0.95,0.97,0.5,0.41,0.9,0.6,0.89,0.93,0.94,0.67,0.83,0.8
qlc.csv,0.86,0.47,0.5,0.84,0.94,0.76,0.86,0.38,0.94,0.6,0.91,0.83,0.56,0.76,0.5,0.94
quantlib.csv,0.93,0.72,0.88,0.83,0.97,0.52,0.73,0.34,0.62,0.47,0.55,0.76,0.47,0.82,0.79,0.96
tcl.csv,0.91,0.85,0.91,0.84,0.99,0.97,0.75,0.52,0.97,0.54,0.95,0.86,0.79,0.91,0.91,0.96
