,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,4.0,1.0,0.0,1.0,0.0,0.0,52.0,1.0,4.0,0.0,0.0,9.0,0.0,0.0,5.0,118.0
fontforge.csv,0.0,0.0,0.0,0.0,1.0,9.0,16.0,0.0,2.0,0.0,2.0,16.0,0.0,4.0,8.0,3.0
glas.csv,0.0,10.0,1.0,0.0,0.0,6.0,12.0,5.0,5.0,0.0,0.0,22.0,0.0,0.0,2.0,10.0
hannosset.csv,91.0,0.0,64.0,0.0,2.0,0.0,52.0,54.0,132.0,78.0,0.0,0.0,0.0,2.0,0.0,2.0
hatari.csv,0.0,1.0,0.0,3.0,0.0,0.0,52.0,9.0,9.0,0.0,0.0,17.0,1.0,5.0,6.0,3.0
jaolt.csv,3.0,1.0,0.0,1.0,0.0,1.0,22.0,4.0,11.0,2.0,0.0,14.0,0.0,7.0,7.0,10.0
ltp.csv,0.0,0.0,0.0,1.0,0.0,1.0,30.0,1.0,2.0,0.0,1.0,13.0,0.0,0.0,6.0,4.0
mia.csv,1.0,0.0,1.0,0.0,2.0,5.0,8.0,1.0,14.0,0.0,0.0,0.0,0.0,91.0,74.0,21.0
net-snmp.csv,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,19.0,4.0,0.0,7.0,0.0,3.0,74.0,5.0
opde.csv,1.0,0.0,1.0,0.0,1.0,4.0,22.0,0.0,14.0,0.0,3.0,26.0,1.0,4.0,14.0,4.0
oppna-program-hsatools.csv,0.0,19.0,1.0,0.0,0.0,1.0,46.0,14.0,21.0,0.0,0.0,25.0,1.0,4.0,14.0,2.0
powerfolder-.csv,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,91.0,74.0,1.0
qlc.csv,0.0,1.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,7.0,4.0,6.0
quantlib.csv,0.0,1.0,2.0,0.0,1.0,14.0,10.0,11.0,0.0,8.0,2.0,21.0,1.0,7.0,6.0,0.0
tcl.csv,1.0,1.0,1.0,0.0,2.0,12.0,52.0,1.0,19.0,0.0,2.0,8.0,1.0,6.0,74.0,5.0
