,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.09,0.72,0.35,0.57,0.43,0.49,0.87,0.23,0.59,0.37,0.47,0.56,0.42,0.62,0.32,0.68,0.66,0.53
aztec.csv,0.31,0.51,0.51,0.54,0.86,0.4,0.46,0.53,0.46,0.33,0.23,0.58,0.55,0.62,0.2,0.63,0.5,0.34
bibedt.csv,0.49,0.65,0.19,0.26,0.1,0.36,0.54,0.92,0.33,0.39,0.12,0.6,0.59,0.61,0.37,0.54,0.1,0.15
esmf.csv,0.95,0.48,0.41,0.49,0.13,0.7,0.63,0.76,0.62,0.48,0.26,0.52,0.46,0.56,0.39,0.52,0.79,0.35
irrlicht.csv,0.63,0.69,0.45,0.47,0.3,0.58,0.5,0.58,0.24,0.72,1.0,0.64,0.78,0.51,0.65,0.39,0.58,0.56
jstock.csv,0.28,0.13,0.12,0.13,0.1,0.44,0.29,0.24,0.33,0.23,0.15,0.19,0.3,0.09,0.18,0.13,1.0,0.43
kowari.csv,0.56,0.52,0.12,0.0,0.46,0.4,0.5,0.43,1.0,0.39,0.32,0.6,0.52,0.41,0.43,0.66,0.26,0.64
lportal.csv,0.5,0.44,0.32,0.0,0.37,0.44,0.21,0.23,0.17,0.38,0.45,0.36,0.33,0.13,0.33,0.88,0.47,0.43
modellus.csv,0.62,0.55,0.2,0.38,0.15,0.33,0.48,0.24,0.33,0.55,0.33,0.95,0.5,0.6,0.37,0.58,0.51,0.42
open-data-kit.csv,0.48,0.69,0.43,0.13,0.51,0.6,0.52,0.71,0.33,0.44,0.47,0.62,0.97,0.63,0.51,0.7,0.5,0.14
pentahoanalysistool.csv,0.11,0.97,0.11,0.0,0.0,0.05,0.43,0.0,0.17,0.23,0.01,0.36,0.26,0.37,0.05,0.19,0.0,0.18
phet.csv,0.43,0.28,0.92,0.47,0.13,0.0,0.14,0.27,0.17,0.27,0.46,0.33,0.37,0.31,0.09,0.12,0.26,0.51
qtractor.csv,0.44,0.59,0.29,0.48,0.43,1.0,0.51,0.35,0.17,0.47,0.47,0.68,0.48,0.55,0.4,0.72,0.36,0.27
roller.csv,0.71,0.58,0.33,0.74,0.43,0.61,0.59,0.12,0.65,0.5,0.53,0.65,0.53,0.96,0.52,0.69,0.49,0.35
sumatrapdf.csv,0.5,0.64,0.34,0.49,0.33,0.59,0.64,0.53,0.5,0.97,0.62,0.67,0.72,0.64,0.51,0.68,0.51,0.62
synergyspace.csv,0.07,0.09,0.09,0.13,0.05,0.05,0.1,0.0,0.0,0.23,0.07,0.23,0.06,0.04,0.0,0.09,0.27,0.93
ultimairis.csv,0.43,0.46,0.61,0.45,0.57,0.56,0.37,0.56,0.49,0.58,0.38,0.59,0.56,0.24,0.86,0.39,0.55,0.3
voms.csv,0.35,0.09,0.05,1.0,0.05,0.22,0.1,0.0,0.17,0.27,0.44,0.3,0.13,0.44,0.31,0.17,0.1,0.4
