,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.21,0.49,0.18,0.17,0.27,0.65,0.97,0.17,0.09,0.56,0.81,0.7,0.72,0.73,0.46,0.07,0.29,0.22
aztec.csv,0.22,0.31,0.23,0.12,1.0,0.59,0.23,0.28,0.09,0.31,0.65,0.57,0.66,0.64,0.38,0.05,0.33,0.16
bibedt.csv,0.3,0.4,0.14,0.2,0.12,0.69,0.34,1.0,0.18,0.46,0.71,0.68,0.86,0.88,0.48,0.07,0.33,0.21
esmf.csv,0.97,0.28,0.23,0.27,0.08,0.62,0.33,0.29,0.1,0.35,0.75,0.47,0.61,0.62,0.29,0.04,0.36,0.26
irrlicht.csv,0.25,0.4,0.19,0.1,0.06,0.57,0.27,0.22,0.09,0.46,1.0,0.55,0.8,0.58,0.37,0.04,0.26,0.23
jstock.csv,0.38,0.2,0.16,0.25,0.09,0.79,0.27,0.67,0.17,0.55,0.87,0.78,0.83,0.33,0.58,0.03,1.0,0.36
kowari.csv,0.27,0.33,0.14,0.0,0.07,0.67,0.5,0.21,0.88,0.48,0.84,0.7,0.92,0.77,0.55,0.09,0.16,0.26
lportal.csv,0.18,0.27,0.24,0.0,0.05,0.5,0.16,0.14,0.07,0.31,0.72,0.46,0.53,0.36,0.26,0.98,0.23,0.17
modellus.csv,0.25,0.42,0.18,0.38,0.14,0.62,0.33,0.33,0.14,0.38,0.79,1.0,0.83,0.68,0.71,0.07,0.5,0.26
open-data-kit.csv,0.24,0.4,0.2,0.06,0.2,0.63,0.27,0.39,0.07,0.67,0.84,0.59,1.0,0.7,0.5,0.06,0.38,0.09
pentahoanalysistool.csv,0.33,1.0,0.13,0.0,0.0,1.0,0.68,0.0,0.33,0.86,0.67,0.75,0.68,0.77,1.0,0.06,0.0,0.22
phet.csv,0.18,0.17,1.0,0.1,0.08,0.4,0.14,0.21,0.1,0.24,0.74,0.32,0.56,0.61,0.27,0.02,0.22,0.19
qtractor.csv,0.35,0.39,0.17,0.24,0.24,1.0,0.37,0.38,0.08,0.76,0.84,0.73,0.89,0.79,0.42,0.09,0.67,0.19
roller.csv,0.27,0.38,0.2,0.21,0.22,0.84,0.42,0.12,0.11,0.33,0.77,0.63,0.77,0.99,0.29,0.07,0.29,0.24
sumatrapdf.csv,0.25,0.39,0.15,0.4,0.08,0.61,0.35,0.28,0.08,0.97,0.82,0.72,0.79,0.65,0.44,0.06,0.46,0.3
synergyspace.csv,0.5,0.67,0.15,0.12,0.5,1.0,0.38,0.0,0.0,0.6,0.85,0.7,0.44,1.0,0.0,0.03,0.3,0.96
ultimairis.csv,0.19,0.31,0.27,0.14,0.13,0.55,0.25,0.21,0.07,0.38,0.76,0.53,0.64,0.58,0.98,0.03,0.23,0.21
voms.csv,0.43,0.22,0.09,1.0,0.04,1.0,0.6,0.0,0.06,0.64,0.77,0.88,0.8,0.78,0.23,0.04,0.09,0.39
