,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,21.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,21.0,2.0,0.0,5.0,1.0,0.0,0.0,21.0,3.0,0.0
aztec.csv,3.0,7.0,5.0,18.0,0.0,5.0,6.0,0.0,6.0,8.0,0.0,0.0,3.0,0.0,0.0,73.0,2.0,9.0
bibedt.csv,7.0,5.0,4.0,2.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0
esmf.csv,0.0,2.0,2.0,4.0,46.0,0.0,7.0,0.0,8.0,0.0,0.0,2.0,5.0,0.0,0.0,152.0,2.0,2.0
irrlicht.csv,13.0,4.0,2.0,12.0,38.0,3.0,8.0,2.0,5.0,0.0,0.0,2.0,0.0,3.0,1.0,148.0,5.0,1.0
jstock.csv,6.0,4.0,3.0,1.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,82.0,0.0,0.0
kowari.csv,18.0,9.0,0.0,74.0,34.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,75.0,7.0,1.0
lportal.csv,21.0,2.0,7.0,74.0,41.0,3.0,6.0,5.0,5.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,4.0,1.0
modellus.csv,12.0,3.0,2.0,0.0,7.0,2.0,7.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,3.0
open-data-kit.csv,3.0,2.0,8.0,16.0,7.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,61.0,1.0,8.0
pentahoanalysistool.csv,1.0,0.0,4.0,74.0,318.0,0.0,0.0,50.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,157.0,55.0,2.0
phet.csv,21.0,2.0,0.0,21.0,47.0,3.0,4.0,2.0,4.0,3.0,0.0,2.0,4.0,0.0,1.0,101.0,5.0,1.0
qtractor.csv,1.0,3.0,1.0,8.0,6.0,0.0,8.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,101.0,0.0,7.0
roller.csv,10.0,4.0,2.0,4.0,13.0,0.0,3.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,4.0,3.0,5.0
sumatrapdf.csv,9.0,8.0,5.0,0.0,5.0,2.0,5.0,5.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,105.0,5.0,0.0
synergyspace.csv,0.0,1.0,9.0,7.0,1.0,0.0,2.0,50.0,84.0,0.0,0.0,5.0,3.0,0.0,150.0,149.0,5.0,0.0
ultimairis.csv,21.0,1.0,5.0,13.0,16.0,3.0,7.0,0.0,8.0,0.0,0.0,2.0,3.0,0.0,0.0,171.0,3.0,1.0
voms.csv,2.0,4.0,10.0,0.0,7.0,0.0,1.0,50.0,8.0,1.0,0.0,0.0,0.0,0.0,5.0,208.0,10.0,0.0
