,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.98,0.44,0.81,0.57,0.63,0.61,0.15,0.84,0.7,0.69,0.66,0.53,0.67,0.51,0.74,0.52,0.63,0.69
aztec.csv,0.77,0.71,0.74,0.69,0.17,0.71,0.84,0.59,0.7,0.8,0.88,0.6,0.66,0.66,0.84,0.61,0.61,0.81
bibedt.csv,0.61,0.57,0.89,0.79,0.92,0.7,0.62,0.1,0.72,0.69,0.91,0.5,0.47,0.44,0.7,0.56,0.92,0.89
esmf.csv,0.06,0.83,0.73,0.58,0.97,0.63,0.63,0.55,0.64,0.72,0.82,0.78,0.86,0.67,0.89,0.8,0.49,0.73
irrlicht.csv,0.72,0.59,0.85,0.84,0.95,0.76,0.83,0.76,0.94,0.61,0.0,0.69,0.4,0.74,0.65,0.89,0.76,0.65
jstock.csv,0.76,0.91,0.91,0.89,0.92,0.62,0.79,0.8,0.73,0.81,0.89,0.84,0.74,0.95,0.85,0.9,0.0,0.64
kowari.csv,0.6,0.69,0.92,1.03,0.86,0.68,0.58,0.7,0.01,0.68,0.74,0.49,0.53,0.66,0.63,0.44,0.85,0.59
lportal.csv,0.78,0.79,0.78,1.0,0.96,0.76,0.9,0.85,0.88,0.79,0.8,0.78,0.83,0.93,0.8,0.15,0.71,0.8
modellus.csv,0.62,0.58,0.86,0.67,0.88,0.74,0.66,0.81,0.73,0.69,0.76,0.06,0.58,0.58,0.68,0.55,0.56,0.68
open-data-kit.csv,0.66,0.57,0.78,0.93,0.56,0.57,0.8,0.4,0.79,0.62,0.63,0.57,0.04,0.55,0.57,0.53,0.59,0.94
pentahoanalysistool.csv,0.91,0.04,0.93,1.0,1.0,0.96,0.63,1.0,0.86,0.81,0.99,0.69,0.8,0.69,0.96,0.85,1.0,0.86
phet.csv,0.88,0.95,0.1,0.84,0.97,1.09,0.93,0.93,0.86,1.03,0.87,0.97,0.93,0.78,1.0,0.93,0.94,0.8
qtractor.csv,0.63,0.59,0.85,0.59,0.63,0.0,0.61,0.71,0.87,0.59,0.63,0.42,0.57,0.53,0.68,0.42,0.69,0.81
roller.csv,0.6,0.6,0.79,0.45,0.63,0.45,0.52,0.92,0.59,0.79,0.74,0.52,0.57,0.06,0.78,0.5,0.64,0.74
sumatrapdf.csv,0.63,0.59,0.9,0.56,0.76,0.6,0.58,0.59,0.82,0.04,0.59,0.42,0.43,0.71,0.6,0.67,0.56,0.53
synergyspace.csv,0.94,0.93,0.94,0.9,0.96,0.96,0.93,1.01,1.0,0.81,0.94,0.82,0.95,0.97,1.0,0.93,0.79,0.08
ultimairis.csv,0.88,0.85,0.73,0.86,0.54,0.72,0.91,0.69,0.81,0.71,0.9,0.69,0.71,0.95,0.17,0.92,0.76,0.92
voms.csv,0.7,0.93,0.97,0.0,0.96,0.82,0.93,1.03,0.88,0.78,0.72,0.75,0.9,0.63,0.83,0.87,0.95,0.67
