,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.97,1.0,1.0,0.99,1.0,1.0,1.0
jahshaka.csv,0.67,0.82,0.55,0.34,0.6,0.29,0.54
jatlas.csv,0.93,0.64,0.65,0.59,1.0,0.11,0.19
jedit.csv,0.77,0.82,0.7,1.0,0.8,0.82,0.6
open-media-library.csv,0.79,0.45,0.75,0.73,1.0,0.32,0.5
panda3d.csv,0.72,0.36,0.48,0.68,0.8,0.54,0.52
wheat.csv,0.57,0.45,0.9,0.6,1.0,0.61,0.48
