,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.85,1.0,1.0,0.0,0.97,1.0,1.0
jahshaka.csv,0.4,0.2,0.59,0.0,0.53,0.17,0.5
jatlas.csv,0.77,0.43,0.67,0.33,0.15,0.17,0.22
jedit.csv,0.21,0.8,0.59,1.0,0.95,0.79,0.44
open-media-library.csv,0.73,0.14,0.3,1.0,0.35,0.38,0.36
panda3d.csv,0.39,0.27,0.39,0.0,0.4,0.46,0.3
wheat.csv,0.6,0.39,1.0,0.0,0.58,0.29,0.39
