,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.0,4.0,4.0,0.0,40.0,0.0,3.0
jahshaka.csv,1.0,0.0,2.0,0.0,19.0,0.0,4.0
jatlas.csv,0.0,2.0,1.0,1.0,1.0,0.0,8.0
jedit.csv,1.0,2.0,1.0,0.0,41.0,1.0,1.0
open-media-library.csv,1.0,1.0,0.0,0.0,11.0,0.0,0.0
panda3d.csv,0.0,5.0,3.0,0.0,12.0,2.0,0.0
wheat.csv,3.0,15.0,4.0,0.0,18.0,0.0,2.0
