,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.82,0.67,0.83,0.77,0.47,0.91,0.56,0.32,0.87
carabiner.csv,0.72,0.64,0.6,0.7,0.51,0.91,0.46,0.7,0.8
grisbi.csv,0.87,0.69,0.9,0.55,0.56,0.91,0.5,0.47,0.87
jmol.csv,0.8,0.66,0.82,0.68,0.5,0.59,0.58,0.44,0.75
minig.csv,0.75,0.68,0.9,0.51,0.67,0.86,0.53,0.08,0.77
mobicents.csv,0.78,0.67,0.85,0.63,0.53,0.83,0.68,0.34,0.82
x4x.csv,0.85,0.62,0.72,0.64,0.49,0.86,0.47,0.35,0.85
zabbix.csv,0.62,0.55,0.29,0.57,0.46,0.67,0.51,0.22,0.86
zxing.csv,0.66,0.54,0.55,0.68,0.43,0.57,0.43,0.2,0.87
