,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.55,0.54,0.53,0.65,0.68,0.79
google-web-toolkit.csv,0.42,0.6,0.58,0.72,0.47,0.42
open-data-kit.csv,0.38,0.41,0.48,0.52,0.46,0.48
qtractor.csv,0.5,0.43,0.49,0.76,0.43,0.46
quarkplayer.csv,0.75,0.87,0.73,0.97,0.99,0.62
zoolib.csv,0.59,0.62,0.59,0.98,0.67,0.92
