,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.49,0.41,0.93,0.58,0.43,0.43,0.0,0.38
decidr.csv,0.54,0.6,0.25,0.64,0.99,0.52,0.0,0.38
exist.csv,0.16,0.55,0.03,0.19,0.53,0.94,0.0,0.38
ivatamasks.csv,1.0,0.71,0.48,0.61,0.74,0.59,1.0,0.75
libopenmetaverse.csv,0.85,0.77,0.62,1.0,0.83,0.44,1.0,0.88
mule.csv,0.33,0.97,0.08,0.42,0.32,0.28,0.0,0.38
runuomondains.csv,0.29,0.12,0.27,0.14,0.08,0.18,0.0,0.75
