,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.5,0.43,0.94,0.56,0.47,0.46,0.0,0.4
decidr.csv,0.58,0.57,0.29,0.63,0.99,0.53,0.0,0.38
exist.csv,0.19,0.56,0.04,0.22,0.57,0.95,0.0,0.41
ivatamasks.csv,1.0,0.66,0.51,0.57,0.68,0.58,0.92,0.69
libopenmetaverse.csv,0.4,0.47,0.22,1.0,0.45,0.43,0.51,0.74
mule.csv,0.38,0.97,0.1,0.44,0.36,0.32,0.0,0.42
runuomondains.csv,0.33,0.15,0.31,0.17,0.1,0.21,0.0,0.79
