,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.13,0.0,0.44,0.25,0.2,0.48,0.52,0.51,0.38,0.11,0.0,0.37,0.51,0.23,0.45,0.85
echongl.csv,0.33,0.68,0.57,0.0,0.35,0.64,0.62,0.62,0.66,0.84,0.7,0.3,0.01,0.62,0.53,0.13
findbugs.csv,0.27,0.65,0.38,0.17,0.33,0.61,0.25,0.52,0.71,0.59,0.41,0.09,0.0,0.67,0.67,0.41
google-web-toolkit.csv,0.43,0.52,0.59,0.44,0.42,0.52,0.35,0.44,0.54,0.74,0.56,0.24,0.11,0.66,0.4,0.26
gwanted.csv,0.64,0.46,0.67,0.51,0.62,0.51,0.43,0.73,0.65,0.43,0.77,0.62,0.21,0.63,0.45,0.02
ivatamasks.csv,0.27,0.77,0.2,0.72,0.55,0.24,0.3,0.57,0.13,0.0,0.21,0.35,0.0,0.47,0.17,0.61
onotoa.csv,0.33,0.62,0.32,0.39,0.41,0.65,0.32,0.29,0.64,0.2,0.0,0.37,0.7,0.38,0.52,0.69
orc.csv,0.06,0.49,0.86,0.41,0.55,0.26,0.32,0.4,0.76,0.0,0.0,0.31,0.29,0.22,0.21,0.26
plato.csv,0.27,0.0,0.16,0.54,0.84,0.0,0.24,0.64,0.0,0.3,0.41,0.09,0.0,0.39,0.17,0.4
proftp.csv,0.0,0.27,0.42,0.37,0.4,0.11,0.1,0.59,0.77,0.37,0.0,0.46,0.0,0.29,0.09,0.0
rodin-b-sharp.csv,0.58,0.0,0.49,0.27,0.52,0.32,0.83,0.42,0.26,0.37,0.0,0.26,0.0,0.2,0.33,0.46
uclmda.csv,0.0,0.01,0.0,0.0,0.12,0.27,0.13,0.0,0.16,0.04,0.0,0.05,0.99,0.07,0.09,0.57
umber.csv,0.94,0.0,0.05,0.67,0.0,0.56,0.17,0.32,0.3,0.37,0.36,0.65,0.5,0.4,0.09,0.0
unicase.csv,0.82,0.79,0.63,0.32,0.59,0.55,0.67,0.63,0.49,0.66,0.6,0.73,0.02,0.58,0.5,0.3
wpdev.csv,0.0,0.99,0.05,0.0,0.0,0.4,0.0,0.26,0.0,0.3,0.13,0.05,0.0,0.21,0.0,0.38
