,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.9,0.41,0.35,0.96,0.88,0.44,0.45,0.64,0.61,0.94,0.95,0.76,0.47,0.98,0.45,0.48
echongl.csv,0.37,0.43,0.61,0.47,0.51,0.46,0.56,0.54,0.39,0.37,0.53,0.42,0.83,0.53,0.77,0.8
findbugs.csv,0.36,0.4,0.34,0.49,0.56,0.42,0.49,0.52,0.34,0.47,0.41,0.42,0.95,0.54,0.58,0.43
google-web-toolkit.csv,0.34,0.44,0.39,0.48,0.48,0.53,0.54,0.79,0.37,0.35,0.39,0.4,0.95,0.48,0.46,0.64
gwanted.csv,0.42,0.4,0.43,0.57,0.42,0.43,0.59,0.7,0.36,0.49,0.42,0.4,0.85,0.41,0.44,0.75
ivatamasks.csv,0.33,0.39,0.3,0.4,0.36,0.31,0.35,0.41,0.41,0.29,0.35,0.38,0.26,0.38,0.3,0.37
onotoa.csv,0.64,0.47,0.49,0.75,0.81,0.49,0.65,0.97,0.48,0.95,0.94,0.88,0.27,0.91,0.73,0.53
orc.csv,0.86,0.42,0.62,0.67,0.42,0.79,0.61,0.73,0.32,0.0,0.57,0.75,0.65,0.87,0.89,0.9
plato.csv,0.34,0.39,0.31,0.46,0.5,0.35,0.4,0.55,0.4,0.32,0.38,0.39,0.26,0.43,0.32,0.38
proftp.csv,0.75,0.62,0.86,0.75,0.5,0.86,0.98,0.61,0.38,0.7,0.96,0.62,0.0,0.79,0.67,0.0
rodin-b-sharp.csv,0.9,0.84,0.95,0.97,0.55,0.81,0.7,0.6,0.95,0.73,0.95,0.96,0.0,0.96,0.73,0.57
uclmda.csv,0.5,0.0,0.89,0.0,0.83,0.68,0.98,0.92,0.93,0.67,0.89,0.98,0.27,0.96,0.86,0.54
umber.csv,0.5,0.39,0.29,0.4,0.42,0.35,0.39,0.43,0.4,0.35,0.37,0.37,0.26,0.39,0.32,0.36
unicase.csv,0.5,0.4,0.33,0.43,0.44,0.53,0.45,0.5,0.44,0.42,0.44,0.42,0.86,0.45,0.38,0.43
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.36,0.38,0.43,0.4,0.31,0.37,0.39,0.26,0.4,0.32,0.39
