,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.62,0.23,0.89,0.3
miranda-icq.csv,0.31,0.47,0.31,0.42
red5.csv,0.38,0.36,0.79,0.89
thrust.csv,0.21,0.36,0.22,0.31
