,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.78,0.71,0.59,0.94,0.01,0.46
jlinalg.csv,0.84,0.59,0.47,0.57,0.02,0.39
knowledge.csv,0.86,0.6,0.57,0.91,0.02,0.34
massiv.csv,0.21,0.15,0.0,0.0,0.33,0.04
playerstage.csv,0.56,0.44,0.7,0.85,0.02,0.48
ultimairis.csv,0.75,0.58,0.62,0.65,0.01,0.63
