,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.8,0.7,0.88,0.97,0.75,0.96
jlinalg.csv,0.76,0.78,0.64,0.4,1.0,0.74
knowledge.csv,0.78,0.59,0.86,0.84,0.75,0.38
massiv.csv,0.12,0.09,0.0,0.0,1.0,0.02
playerstage.csv,0.4,0.35,0.74,0.76,0.5,0.85
ultimairis.csv,0.74,0.57,0.84,0.48,0.75,0.62
