,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.69,0.43,0.83,0.48,0.77,0.59,0.89,0.53,0.83
arsenal-1.csv,0.43,0.56,0.54,0.89,0.7,0.75,0.61,0.71,0.54
barracudamvc.csv,0.38,0.31,0.35,0.34,0.41,0.35,0.35,0.37,0.49
irplus.csv,0.76,0.58,0.6,0.61,0.76,0.62,0.65,0.54,0.77
lite.csv,0.94,0.88,0.8,0.83,0.94,0.56,0.86,0.69,0.92
mevenide.csv,0.53,0.5,0.83,0.92,0.73,0.63,0.86,0.92,0.86
mumble.csv,0.43,0.62,0.56,0.69,0.62,0.93,0.44,0.53,0.62
ontopia.csv,0.34,0.31,0.41,0.38,0.41,0.37,0.37,0.33,0.49
openintents.csv,0.65,0.55,0.45,0.36,0.58,0.58,0.61,0.39,0.66
