,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.22,0.52,0.15,0.95,0.36,0.24,0.12,0.53,0.21
arsenal-1.csv,0.49,0.35,0.96,0.23,0.32,0.17,0.28,0.33,0.38
barracudamvc.csv,0.99,0.91,0.96,0.86,0.92,0.93,0.96,0.87,0.76
irplus.csv,0.24,0.39,0.26,0.32,0.36,0.3,0.92,0.53,0.48
lite.csv,0.14,0.13,0.11,0.23,0.24,0.24,0.12,0.87,0.17
mevenide.csv,0.39,0.3,0.15,0.18,0.48,0.28,0.08,0.2,0.97
mumble.csv,0.47,0.35,0.3,0.36,0.96,0.12,0.68,0.6,0.24
ontopia.csv,0.9,0.83,0.81,0.73,0.88,1.0,0.92,0.93,0.62
openintents.csv,0.26,0.96,0.37,0.86,0.68,0.37,0.32,0.73,0.41
