,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.85,0.62,0.42,0.34,0.35,0.42,0.66
encog-java.csv,0.26,0.06,0.0,0.05,0.1,0.37,0.03
galaxium.csv,0.73,0.43,0.44,0.84,0.27,0.83,0.17
h2database.csv,0.28,0.24,0.08,0.32,0.04,0.33,0.02
haphazard.csv,0.54,0.29,0.65,0.35,0.62,0.29,0.98
jaql.csv,0.6,0.5,0.23,0.25,0.14,0.42,0.21
raven-monitoring.csv,0.57,0.69,0.29,0.37,0.58,0.54,0.89
