,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.93,0.66,0.63,0.55,0.75,0.54,0.83
encog-java.csv,0.7,0.06,0.0,0.24,0.22,0.23,0.11
galaxium.csv,0.84,0.75,0.54,0.94,0.5,0.85,0.74
h2database.csv,0.59,0.72,0.11,0.67,0.24,0.31,0.26
haphazard.csv,0.5,0.38,0.8,0.51,0.47,0.62,0.94
jaql.csv,0.84,0.79,0.37,0.65,0.33,0.46,0.71
raven-monitoring.csv,0.61,0.57,0.71,0.48,0.42,0.77,0.86
