,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.22,0.22,0.56,0.53,0.67,0.33,0.48
encog-java.csv,0.39,0.08,0.0,0.37,0.32,0.17,0.19
galaxium.csv,0.23,0.32,0.49,0.58,0.53,0.33,0.68
h2database.csv,0.32,0.42,0.19,0.62,0.37,0.24,0.39
haphazard.csv,0.18,0.22,0.58,0.5,0.4,0.44,0.43
jaql.csv,0.27,0.3,0.43,0.64,0.43,0.29,0.64
raven-monitoring.csv,0.21,0.18,0.67,0.46,0.38,0.39,0.42
