,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.15,0.45,0.15,0.0,0.67,0.75,0.85,0.52,0.51,0.35,0.67,0.59
archive-crawler.csv,0.27,0.35,0.2,0.08,0.63,0.75,0.7,0.51,0.52,0.5,0.43,0.53
blue-c.csv,0.22,0.39,0.11,0.0,0.53,0.89,0.77,0.52,0.52,0.3,0.58,0.24
dynalloy.csv,0.16,0.61,0.08,0.07,0.41,0.74,0.56,0.4,0.54,0.32,0.52,0.18
jcae.csv,0.36,0.38,0.33,0.06,0.92,0.86,0.86,0.68,0.71,0.34,0.58,0.55
kmatplot.csv,0.4,0.38,0.14,0.27,0.0,0.67,0.65,0.5,0.55,0.37,0.4,0.23
mscore.csv,0.21,0.36,0.1,0.06,0.64,0.74,0.81,0.55,0.56,0.34,0.42,0.26
nosleepsoftware.csv,1.0,0.0,0.0,0.52,0.0,0.33,0.62,0.43,0.33,0.31,0.0,1.0
openmalaria.csv,0.27,0.34,0.11,0.24,0.76,0.72,0.69,0.76,0.56,0.32,0.4,0.25
popeye-chess.csv,0.3,0.48,0.13,0.14,0.7,0.7,0.71,0.6,0.61,0.39,0.44,0.28
riff-evolve.csv,0.29,0.65,0.13,0.0,0.7,1.0,0.87,0.7,0.74,0.32,0.48,0.32
virtuoso.csv,0.21,0.37,0.1,0.25,0.78,0.55,0.61,0.46,0.48,0.31,0.4,0.51
