,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.56,0.3,0.44,0.21,0.09,0.32,0.07,0.41,0.6,0.44,0.27,0.06
archive-crawler.csv,0.26,0.34,0.2,0.26,0.39,0.32,0.36,0.39,0.6,0.25,0.67,0.06
blue-c.csv,0.72,0.77,0.8,0.57,0.66,0.12,0.25,0.45,0.8,0.56,0.47,0.91
dynalloy.csv,0.85,0.3,0.62,0.55,0.82,0.2,0.6,0.82,0.58,0.65,0.53,0.65
jcae.csv,0.18,0.22,0.2,0.32,0.02,0.12,0.07,0.14,0.11,0.49,0.17,0.09
kmatplot.csv,0.24,0.31,0.56,0.94,0.0,0.56,0.24,0.22,0.25,0.44,0.6,0.97
mscore.csv,0.8,0.96,0.97,0.64,0.41,0.36,0.25,0.57,0.67,0.76,0.97,0.85
nosleepsoftware.csv,0.0,0.04,0.0,0.21,0.0,0.08,0.29,0.08,0.04,0.2,0.17,0.0
openmalaria.csv,0.5,0.64,0.92,0.72,0.16,0.32,0.58,0.18,0.58,0.65,0.97,0.64
popeye-chess.csv,0.31,0.26,0.52,0.51,0.23,0.32,0.41,0.35,0.41,0.45,0.8,0.36
riff-evolve.csv,0.39,0.14,0.7,0.34,0.23,0.0,0.08,0.12,0.24,0.38,0.43,0.54
virtuoso.csv,0.69,0.97,0.99,1.0,0.14,1.0,0.76,0.94,0.94,0.82,0.83,0.13
