,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.45,0.42,0.67,0.0,0.23,0.8,0.26,0.55,0.64,0.57,0.76,0.31
archive-crawler.csv,0.41,0.33,0.44,0.06,0.83,0.8,0.59,0.5,0.66,0.61,0.71,0.24
blue-c.csv,0.86,0.85,0.89,0.0,0.94,0.8,0.57,0.6,0.87,0.57,0.9,0.95
dynalloy.csv,0.72,0.83,0.44,0.12,0.71,0.47,0.52,0.67,0.7,0.74,0.81,0.48
jcae.csv,0.45,0.23,0.89,0.06,0.34,0.6,0.29,0.36,0.27,0.61,0.33,0.38
kmatplot.csv,0.72,0.33,0.78,1.0,0.0,0.93,0.3,0.26,0.31,0.61,0.57,0.95
mscore.csv,0.93,0.96,1.0,0.12,0.91,0.87,0.7,0.86,0.87,0.96,1.0,1.0
nosleepsoftware.csv,0.07,0.0,0.0,0.69,0.0,0.03,0.32,0.07,0.02,0.22,0.0,0.02
openmalaria.csv,0.83,0.58,1.0,0.69,0.63,0.7,0.86,0.69,0.75,0.74,0.9,0.69
popeye-chess.csv,0.59,0.42,0.67,0.25,0.66,0.63,0.67,0.64,0.65,0.7,0.9,0.45
riff-evolve.csv,0.69,0.46,0.89,0.0,0.66,0.37,0.38,0.33,0.68,0.43,0.57,0.83
virtuoso.csv,0.79,0.98,1.0,1.0,0.6,1.0,0.82,0.98,0.88,0.87,0.81,0.45
