,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.58,0.94,0.51,0.9,0.92,0.5,0.77,0.59,0.67,0.59,0.58,0.95
archive-crawler.csv,0.73,0.69,0.8,0.85,0.61,0.41,0.5,0.61,0.64,0.64,0.4,0.95
blue-c.csv,0.43,0.47,0.35,0.59,0.55,0.48,0.49,0.6,0.5,0.48,0.42,0.4
dynalloy.csv,0.43,0.69,0.49,0.68,0.67,0.79,0.67,0.53,0.62,0.49,0.42,0.64
jcae.csv,0.58,0.69,0.62,0.56,0.46,0.43,0.64,0.64,0.8,0.44,0.67,0.86
kmatplot.csv,0.5,0.58,0.41,0.4,0.0,0.38,0.72,0.77,0.53,0.45,0.4,0.4
mscore.csv,0.39,0.38,0.29,0.5,0.5,0.37,0.41,0.42,0.39,0.34,0.3,0.37
nosleepsoftware.csv,0.5,0.75,0.0,0.57,0.0,0.67,0.71,0.86,0.83,0.88,0.8,0.0
openmalaria.csv,0.43,0.38,0.28,0.33,0.41,0.34,0.36,0.42,0.34,0.34,0.29,0.33
popeye-chess.csv,0.54,0.61,0.47,0.46,0.45,0.37,0.39,0.49,0.57,0.49,0.35,0.48
riff-evolve.csv,0.49,0.65,0.3,0.69,0.45,0.64,0.56,0.7,0.52,0.55,0.44,0.36
virtuoso.csv,0.46,0.4,0.3,0.43,0.44,0.42,0.42,0.4,0.46,0.42,0.33,0.73
