,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.23,0.44,0.24,0.0,0.34,0.77,0.4,0.53,0.57,0.43,0.71,0.41
archive-crawler.csv,0.32,0.34,0.28,0.07,0.72,0.77,0.64,0.51,0.58,0.55,0.54,0.33
blue-c.csv,0.34,0.53,0.2,0.0,0.68,0.84,0.65,0.56,0.65,0.39,0.7,0.38
dynalloy.csv,0.27,0.7,0.13,0.09,0.52,0.57,0.54,0.5,0.61,0.45,0.63,0.26
jcae.csv,0.4,0.29,0.48,0.06,0.5,0.71,0.43,0.47,0.4,0.44,0.42,0.45
kmatplot.csv,0.52,0.35,0.23,0.42,0.0,0.78,0.41,0.34,0.39,0.46,0.47,0.37
mscore.csv,0.34,0.53,0.19,0.08,0.75,0.8,0.75,0.67,0.68,0.51,0.59,0.41
nosleepsoftware.csv,0.13,0.0,0.0,0.59,0.0,0.06,0.42,0.12,0.04,0.26,0.0,0.05
openmalaria.csv,0.41,0.43,0.2,0.36,0.69,0.71,0.77,0.72,0.64,0.45,0.55,0.36
popeye-chess.csv,0.4,0.45,0.21,0.18,0.68,0.67,0.69,0.62,0.63,0.5,0.59,0.34
riff-evolve.csv,0.4,0.54,0.22,0.0,0.68,0.54,0.53,0.45,0.71,0.37,0.52,0.46
virtuoso.csv,0.33,0.53,0.19,0.41,0.68,0.71,0.7,0.63,0.62,0.45,0.54,0.48
