,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.86,0.7,0.64,0.58,0.45,0.61,0.97
encog-java.csv,0.41,0.94,0.97,0.77,0.69,0.88,0.97
h2database.csv,0.47,0.38,0.89,0.43,0.81,0.82,0.92
haphazard.csv,0.68,0.89,0.53,0.72,0.82,0.5,0.8
jaql.csv,0.59,0.54,0.7,0.43,0.65,0.84,0.7
raven-monitoring.csv,0.75,0.82,0.45,0.7,0.98,0.6,0.8
v8.csv,0.94,0.59,0.88,0.86,0.95,0.78,0.2
