,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.68,0.57,0.5,0.45,0.08,0.53,1.0,0.4,0.38,0.79,1.0,0.67,0.43,0.29,0.62,0.44,1.0
avisynth2.csv,0.16,0.0,0.19,0.12,0.0,0.04,1.0,0.0,0.0,0.11,0.0,0.23,0.23,0.0,0.0,0.05,0.0
bigdata.csv,0.1,0.28,0.75,0.07,0.08,0.19,1.0,0.2,1.0,0.31,0.99,0.74,0.26,0.19,0.54,0.43,1.0
dsworkbench.csv,0.8,0.07,0.0,0.07,0.17,0.11,0.0,0.0,0.0,0.08,0.07,0.22,0.0,0.03,0.0,0.15,0.0
foursquared.csv,0.24,0.12,0.06,0.22,0.88,0.04,0.67,0.0,0.0,0.07,0.0,0.01,0.0,0.16,0.03,0.22,0.0
geotools.csv,0.56,0.5,0.75,0.68,0.79,0.65,0.67,0.2,1.0,0.59,0.77,0.26,0.2,0.41,0.06,0.58,1.0
gephex.csv,0.98,0.8,0.69,0.9,0.21,0.78,0.0,0.4,0.75,0.79,0.69,0.36,0.86,0.95,0.97,0.66,1.0
jgossipforum.csv,0.02,0.25,0.62,0.22,0.21,0.18,0.0,1.0,0.75,0.18,0.24,0.17,0.34,0.41,0.07,0.14,0.0
madman.csv,0.16,0.28,0.25,0.45,0.71,0.53,0.67,0.2,0.88,0.52,0.2,0.19,0.54,0.27,0.21,0.58,0.0
pokenetonline.csv,0.98,0.47,0.81,0.72,1.0,0.93,1.0,1.0,1.0,0.88,0.7,0.83,0.37,0.71,0.77,0.77,0.0
qmmp.csv,0.76,0.65,0.69,0.38,0.92,0.91,1.0,0.2,0.88,0.91,0.56,0.76,0.69,0.68,0.47,0.94,0.0
rcp-company-uibindings.csv,0.82,0.33,0.5,0.2,0.75,0.57,0.67,0.4,1.0,0.59,0.52,0.59,0.29,0.57,0.1,0.86,1.0
simplewebservices.csv,0.84,0.97,0.81,0.93,0.67,0.76,0.67,1.0,0.88,0.79,0.75,0.88,0.6,0.9,0.69,0.59,1.0
t-2.csv,0.5,0.9,0.56,0.47,0.92,0.65,0.33,0.2,0.88,0.35,0.94,0.36,0.29,0.7,0.03,0.72,1.0
wsmt.csv,0.2,0.0,0.12,0.02,0.25,0.17,0.0,0.0,0.0,0.06,0.03,0.2,0.71,0.03,0.0,0.28,0.0
yarp0.csv,0.74,0.4,0.62,0.53,0.54,0.64,0.0,1.0,1.0,0.81,0.54,0.6,0.69,0.76,0.76,0.53,0.0
