,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,3.0,30.0,1.0,3.0,16.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
gamestone.csv,1.0,0.0,2.0,1.0,6.0,71.0,3.0,0.0,0.0,5.0,1.0,2.0
gbif-providertoolkit.csv,4.0,59.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
heekscad.csv,0.0,6.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0
igarden.csv,2.0,11.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
levent.csv,4.0,21.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
libmesh.csv,4.0,59.0,0.0,4.0,1.0,71.0,0.0,2.0,1.0,8.0,0.0,0.0
openmsx.csv,5.0,7.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,5.0,3.0
pnotepad.csv,1.0,21.0,0.0,3.0,9.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0
quark.csv,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
tango-cs.csv,9.0,10.0,10.0,13.0,4.0,1.0,3.0,13.0,0.0,17.0,2.0,0.0
xcsoar.csv,2.0,6.0,0.0,6.0,6.0,0.0,1.0,5.0,0.0,17.0,0.0,0.0
