,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.75,0.81,0.69,0.89,0.57,0.63,0.7,0.63,0.54,0.51,0.69,0.91
gamestone.csv,0.94,0.17,0.87,0.68,0.81,1.0,0.84,0.88,0.72,0.95,0.94,0.73
gbif-providertoolkit.csv,0.84,1.02,0.63,0.8,0.45,0.94,0.47,0.7,0.93,0.56,0.85,0.9
heekscad.csv,0.36,0.44,0.44,0.6,0.61,0.57,0.74,0.59,0.69,0.63,0.62,0.61
igarden.csv,0.47,0.6,0.62,0.44,0.52,0.46,0.66,0.68,0.75,0.38,0.42,0.76
levent.csv,0.81,0.96,0.64,0.76,0.63,0.44,0.51,0.86,0.94,0.63,0.87,0.93
libmesh.csv,0.9,1.01,0.93,0.84,0.63,1.0,0.46,0.78,0.81,0.95,0.98,0.85
openmsx.csv,0.9,0.86,0.81,0.8,0.6,0.74,0.7,0.56,0.71,0.86,0.98,0.91
pnotepad.csv,0.46,0.67,0.73,0.97,0.86,0.6,0.7,0.81,0.63,1.0,0.1,0.86
quark.csv,0.7,0.88,0.71,0.97,0.86,0.98,0.97,0.97,0.97,0.26,0.85,0.79
tango-cs.csv,0.77,0.54,0.74,0.81,0.85,0.63,0.92,0.79,0.67,1.0,0.87,0.53
xcsoar.csv,0.42,0.77,0.36,0.61,0.51,0.68,0.84,0.74,0.59,1.0,0.75,0.66
