,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.68,0.71,0.71,0.67,0.63,0.76,0.65,0.67,0.03,0.91,0.66,0.73,0.83,0.68,0.78,0.86,0.65,0.61
encog-cs.csv,0.87,0.84,0.77,0.72,0.83,0.73,0.05,0.73,0.9,0.66,0.82,0.87,1.0,0.73,0.88,0.87,0.79,0.98
geochat.csv,0.73,0.96,0.79,0.74,0.92,0.83,0.75,0.66,0.76,0.95,0.67,0.86,0.74,0.75,0.78,0.83,0.07,0.98
ibatisdb.csv,0.85,0.72,0.93,0.89,0.97,0.78,0.94,0.78,0.96,0.7,0.81,0.06,0.81,0.91,0.81,0.75,0.81,0.85
inkscape.csv,0.68,1.0,0.05,0.75,0.74,0.89,0.94,1.0,0.99,0.95,0.93,0.97,0.8,0.72,0.98,0.71,0.97,0.97
jam-daq.csv,0.79,0.47,0.73,0.75,0.81,0.73,0.87,0.05,0.78,0.66,0.79,0.75,0.81,0.74,0.64,0.84,0.91,0.53
jhotdraw.csv,0.95,0.77,0.98,0.95,0.89,0.06,0.85,0.89,0.92,0.57,0.9,0.89,0.63,0.95,0.8,0.89,0.94,0.93
ninject.csv,0.94,0.68,1.0,0.97,0.98,0.78,0.87,0.91,0.95,0.9,0.86,0.87,0.0,0.95,0.9,1.0,0.91,0.91
ofbiz.csv,0.78,0.69,0.65,0.77,0.84,0.64,0.76,0.8,0.83,0.9,0.03,0.61,0.73,0.78,0.84,0.81,0.85,0.5
oorexx.csv,0.58,0.54,0.57,0.69,0.78,0.64,0.55,0.73,0.71,0.63,0.56,0.42,0.64,0.72,0.64,0.03,0.74,0.75
opentibia.csv,0.0,0.87,0.97,0.81,0.96,0.68,0.68,0.51,0.64,0.75,0.77,0.58,0.5,0.8,0.78,0.89,0.71,0.61
projectts.csv,0.58,0.6,0.69,0.69,0.0,0.64,0.69,0.62,0.78,0.77,0.66,0.75,0.65,0.71,0.67,0.73,0.66,0.55
retromenu.csv,0.96,0.05,1.01,0.86,0.95,0.9,0.91,0.82,0.81,0.85,0.8,0.95,0.8,0.87,0.83,1.0,0.94,0.99
roolo.csv,0.93,0.48,0.87,0.91,0.87,0.76,0.93,0.64,0.79,0.0,0.78,0.98,0.89,0.88,0.77,0.95,0.88,0.78
tango-cs.csv,0.64,0.46,0.87,0.73,0.85,0.67,0.72,0.71,0.84,0.51,0.79,0.87,0.87,0.67,0.04,0.65,0.72,1.03
trinitycore.csv,0.79,0.58,0.82,0.2,0.82,0.64,0.81,0.65,0.9,0.73,0.72,0.78,0.83,0.07,0.67,0.95,0.87,0.89
uface.csv,1.0,0.92,0.91,0.97,0.96,0.9,0.64,0.89,0.6,0.83,0.79,0.69,0.81,0.97,0.75,0.95,0.95,0.0
uwom-server.csv,0.82,0.67,0.76,0.04,0.94,0.7,0.82,0.71,1.0,0.6,0.79,0.76,0.86,0.11,0.83,0.61,0.69,1.04
