,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.44,0.41,0.45,0.57,0.51,0.55,0.43,0.57,0.99,0.12,0.65,0.44,0.23,0.56,0.39,0.17,0.51,0.49
encog-cs.csv,0.45,0.49,0.55,0.55,0.49,0.6,0.96,0.63,0.38,0.68,0.48,0.42,0.0,0.54,0.41,0.44,0.52,0.25
geochat.csv,0.33,0.17,0.25,0.38,0.13,0.48,0.33,0.58,0.31,0.21,0.39,0.44,0.59,0.38,0.55,0.22,0.94,0.09
ibatisdb.csv,0.25,0.37,0.09,0.14,0.1,0.28,0.07,0.31,0.05,0.5,0.24,0.95,0.24,0.11,0.26,0.39,0.33,0.18
inkscape.csv,0.38,0.0,0.96,0.33,0.41,0.13,0.07,0.0,0.01,0.06,0.09,0.04,0.24,0.37,0.02,0.46,0.04,0.04
jam-daq.csv,0.29,0.64,0.32,0.33,0.23,0.33,0.21,0.96,0.27,0.4,0.28,0.32,0.24,0.33,0.54,0.22,0.12,0.53
jhotdraw.csv,0.06,0.28,0.02,0.06,0.13,0.95,0.18,0.13,0.1,0.6,0.12,0.13,0.45,0.06,0.28,0.13,0.09,0.11
ninject.csv,0.07,0.38,0.0,0.05,0.04,0.27,0.17,0.11,0.06,0.12,0.17,0.17,1.0,0.06,0.13,0.0,0.12,0.11
ofbiz.csv,0.26,0.46,0.42,0.29,0.19,0.48,0.3,0.28,0.2,0.12,0.99,0.55,0.43,0.28,0.27,0.23,0.2,0.58
oorexx.csv,0.52,0.56,0.66,0.46,0.49,0.54,0.55,0.57,0.52,0.58,0.57,0.79,0.44,0.4,0.57,0.98,0.37,0.37
opentibia.csv,1.0,0.41,0.13,0.52,0.17,0.57,0.63,0.68,0.44,0.51,0.48,0.72,0.73,0.52,0.46,0.39,0.61,0.71
projectts.csv,0.59,0.75,0.58,0.47,1.0,0.55,0.48,0.64,0.46,0.34,0.46,0.39,0.44,0.46,0.56,0.51,0.58,0.69
retromenu.csv,0.06,0.96,0.0,0.17,0.06,0.12,0.11,0.21,0.23,0.18,0.24,0.07,0.24,0.16,0.23,0.0,0.09,0.01
roolo.csv,0.09,0.64,0.17,0.11,0.17,0.33,0.1,0.44,0.26,1.0,0.31,0.07,0.23,0.16,0.31,0.07,0.16,0.37
tango-cs.csv,0.45,0.69,0.17,0.33,0.19,0.39,0.34,0.34,0.21,0.61,0.27,0.25,0.23,0.4,0.97,0.46,0.41,0.08
trinitycore.csv,0.26,0.54,0.23,0.83,0.22,0.5,0.47,0.57,0.41,0.46,0.55,0.44,0.48,0.94,0.6,0.07,0.16,0.42
uface.csv,0.0,0.32,0.32,0.17,0.17,0.37,0.57,0.39,0.48,0.48,0.55,0.66,0.52,0.17,0.39,0.28,0.2,1.0
uwom-server.csv,0.29,0.52,0.3,0.97,0.17,0.55,0.43,0.54,0.13,0.67,0.53,0.45,0.46,0.91,0.5,0.58,0.43,0.3
