,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.56,0.36,0.49,0.37,0.55,0.29,0.44,0.54,0.99,0.15,0.77,0.31,0.11,0.36,0.35,0.23,0.35,0.57
encog-cs.csv,0.8,0.52,0.64,0.35,0.62,0.33,0.98,0.66,0.76,0.58,0.59,0.39,0.15,0.34,0.54,0.66,0.32,0.63
geochat.csv,0.44,0.46,0.33,0.29,0.17,0.3,0.34,0.55,0.4,0.51,0.49,0.42,0.17,0.28,0.52,0.29,0.97,0.78
ibatisdb.csv,0.34,0.35,0.12,0.16,0.12,0.23,0.11,0.34,0.07,0.42,0.32,0.97,0.14,0.14,0.28,0.44,0.23,0.25
inkscape.csv,0.49,0.0,0.98,0.29,0.45,0.16,0.11,0.0,0.03,0.1,0.14,0.05,0.25,0.31,0.04,0.51,0.06,0.05
jam-daq.csv,0.39,0.57,0.41,0.29,0.31,0.27,0.21,0.97,0.36,0.45,0.36,0.29,0.18,0.3,0.48,0.29,0.14,0.62
jhotdraw.csv,0.09,0.32,0.04,0.09,0.19,0.97,0.24,0.19,0.14,0.51,0.18,0.17,0.24,0.09,0.3,0.2,0.09,0.16
ninject.csv,0.11,0.4,0.0,0.06,0.05,0.29,0.22,0.16,0.1,0.16,0.25,0.2,1.0,0.09,0.17,0.0,0.12,0.17
ofbiz.csv,0.36,0.38,0.5,0.29,0.27,0.32,0.34,0.31,0.28,0.17,0.99,0.4,0.13,0.28,0.27,0.3,0.19,0.66
oorexx.csv,0.63,0.51,0.69,0.33,0.54,0.3,0.52,0.55,0.6,0.48,0.64,0.57,0.21,0.3,0.5,0.99,0.28,0.44
opentibia.csv,1.0,0.48,0.74,0.38,0.73,0.3,0.53,0.64,0.53,0.42,0.56,0.49,0.24,0.37,0.4,0.7,0.39,0.8
projectts.csv,0.72,0.59,0.62,0.33,1.0,0.3,0.41,0.61,0.55,0.32,0.54,0.29,0.19,0.32,0.49,0.55,0.37,0.76
retromenu.csv,0.09,0.98,0.0,0.23,0.1,0.16,0.15,0.29,0.32,0.24,0.33,0.1,0.33,0.21,0.26,0.0,0.1,0.02
roolo.csv,0.13,0.55,0.23,0.13,0.23,0.23,0.11,0.48,0.34,1.0,0.38,0.06,0.07,0.18,0.33,0.1,0.16,0.44
tango-cs.csv,0.57,0.58,0.23,0.33,0.26,0.32,0.39,0.43,0.29,0.55,0.35,0.19,0.08,0.38,0.98,0.52,0.3,0.11
trinitycore.csv,0.35,0.47,0.29,0.87,0.29,0.31,0.38,0.54,0.69,0.38,0.65,0.29,0.12,0.96,0.52,0.1,0.18,0.52
uface.csv,0.91,0.47,0.71,0.37,0.73,0.31,0.47,0.56,0.57,0.41,0.76,0.47,0.15,0.36,0.36,0.64,0.36,1.0
uwom-server.csv,0.39,0.42,0.37,0.98,0.19,0.28,0.35,0.51,0.7,0.55,0.66,0.3,0.12,0.93,0.5,0.62,0.32,0.47
