,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.33,0.36,0.41,0.54,0.37,0.7,0.23,0.56,0.03,0.11,0.64,0.44,0.24,0.55,0.43,0.08,0.42,0.3
encog-cs.csv,0.83,0.84,0.72,0.61,0.78,0.71,0.0,0.72,0.88,0.65,0.69,0.86,1.0,0.62,0.87,0.84,0.7,0.93
geochat.csv,0.17,0.96,0.06,0.34,0.22,0.82,0.23,0.54,0.24,0.95,0.19,0.86,0.71,0.37,0.74,0.2,0.0,0.98
ibatisdb.csv,0.33,0.27,0.06,0.14,0.3,0.19,0.04,0.26,0.03,0.49,0.1,0.0,0.15,0.07,0.23,0.4,0.41,0.04
inkscape.csv,0.08,0.04,0.0,0.22,0.41,0.07,0.04,0.0,0.0,0.0,0.03,0.02,0.04,0.27,0.06,0.44,0.03,0.02
jam-daq.csv,0.25,0.27,0.12,0.22,0.04,0.18,0.31,0.02,0.15,0.11,0.23,0.22,0.09,0.2,0.43,0.24,0.1,0.13
jhotdraw.csv,0.0,0.11,0.03,0.04,0.04,0.0,0.08,0.06,0.06,0.41,0.02,0.08,0.18,0.04,0.26,0.04,0.11,0.19
ninject.csv,0.08,0.16,0.06,0.06,0.07,0.07,0.05,0.02,0.0,0.08,0.02,0.09,0.0,0.07,0.12,0.0,0.15,0.04
ofbiz.csv,0.0,0.38,0.16,0.15,0.07,0.29,0.14,0.26,0.06,0.05,0.03,0.38,0.42,0.15,0.38,0.12,0.18,0.19
oorexx.csv,0.25,0.24,0.5,0.38,0.63,0.44,0.26,0.65,0.53,0.49,0.34,0.4,0.22,0.34,0.48,0.0,0.33,0.35
opentibia.csv,0.0,0.87,0.97,0.78,0.96,0.56,0.64,0.43,0.24,0.59,0.58,0.56,0.45,0.77,0.57,0.88,0.67,0.59
projectts.csv,0.42,0.6,0.59,0.41,0.0,0.46,0.45,0.56,0.59,0.32,0.34,0.4,0.25,0.43,0.52,0.56,0.55,0.5
retromenu.csv,0.08,0.0,0.12,0.04,0.0,0.03,0.05,0.06,0.09,0.05,0.02,0.04,0.0,0.04,0.23,0.04,0.08,0.04
roolo.csv,0.08,0.29,0.09,0.08,0.04,0.28,0.14,0.22,0.15,0.0,0.27,0.26,0.4,0.1,0.23,0.12,0.16,0.43
tango-cs.csv,0.25,0.36,0.09,0.15,0.11,0.19,0.11,0.06,0.18,0.32,0.19,0.4,0.35,0.15,0.0,0.28,0.34,0.44
trinitycore.csv,0.08,0.33,0.12,0.01,0.15,0.37,0.65,0.52,0.85,0.49,0.61,0.54,0.73,0.0,0.58,0.04,0.1,0.72
uface.csv,1.0,0.91,0.91,0.96,0.96,0.89,0.48,0.87,0.18,0.73,0.77,0.69,0.78,0.96,0.39,0.92,0.95,0.0
uwom-server.csv,0.33,0.47,0.16,0.0,0.37,0.56,0.59,0.57,0.97,0.54,0.71,0.52,0.76,0.01,0.78,0.44,0.35,0.87
