,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.46,0.08,0.67,0.1,0.56,0.31
google-web-toolkit.csv,0.72,0.1,0.84,0.1,0.71,0.12
open-data-kit.csv,0.58,0.07,0.86,0.1,0.58,0.1
qtractor.csv,0.79,0.07,0.82,0.16,0.59,0.07
quarkplayer.csv,0.33,0.16,0.53,0.09,0.61,0.08
zoolib.csv,0.71,0.08,0.84,0.23,0.62,0.1
