,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.54,0.54,0.51,0.64,0.68,0.94
google-web-toolkit.csv,0.44,0.51,0.58,0.65,0.49,0.41
open-data-kit.csv,0.37,0.4,0.48,0.53,0.44,0.43
qtractor.csv,0.5,0.42,0.44,0.81,0.44,0.45
quarkplayer.csv,0.89,0.96,0.97,0.97,0.99,0.71
zoolib.csv,0.52,0.61,0.6,0.99,0.66,0.9
