,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.0,0.0,2.0,1.0,0.0,1.0,177.0,1.0,1.0,17.0,2.0,0.0,11.0,1.0,0.0,9.0,2.0,1.0,0.0,11.0
aubit4gl.csv,1.0,0.0,6.0,2.0,2.0,1.0,11.0,9.0,57.0,77.0,0.0,0.0,82.0,1.0,0.0,10.0,3.0,2.0,0.0,0.0
bionote.csv,10.0,3.0,3.0,0.0,0.0,2.0,12.0,8.0,0.0,77.0,0.0,0.0,82.0,2.0,62.0,0.0,27.0,7.0,0.0,8.0
bullet.csv,2.0,0.0,1.0,11.0,2.0,0.0,1.0,15.0,1.0,3.0,0.0,4.0,2.0,3.0,0.0,16.0,1.0,6.0,0.0,9.0
customwars.csv,6.0,6.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,2.0,0.0,82.0,1.0,1.0,1.0,6.0,8.0,2.0,6.0
findbugs.csv,5.0,0.0,5.0,181.0,0.0,1.0,21.0,1.0,3.0,31.0,5.0,0.0,18.0,3.0,0.0,9.0,3.0,6.0,0.0,5.0
frogatto.csv,7.0,5.0,0.0,1.0,1.0,0.0,10.0,9.0,0.0,14.0,0.0,2.0,82.0,2.0,1.0,4.0,0.0,15.0,1.0,11.0
grisbi.csv,5.0,0.0,8.0,4.0,1.0,2.0,3.0,0.0,7.0,11.0,9.0,1.0,12.0,5.0,0.0,25.0,3.0,13.0,0.0,9.0
lsb.csv,3.0,3.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,14.0,2.0,3.0,82.0,2.0,0.0,8.0,38.0,28.0,0.0,5.0
oscarmcmaster.csv,2.0,3.0,13.0,1.0,0.0,0.0,12.0,0.0,1.0,77.0,1.0,0.0,19.0,1.0,0.0,10.0,5.0,1.0,0.0,2.0
plearn.csv,4.0,0.0,9.0,181.0,4.0,2.0,177.0,1.0,0.0,77.0,4.0,1.0,15.0,1.0,0.0,4.0,2.0,8.0,0.0,10.0
psrchive.csv,9.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,77.0,1.0,0.0,82.0,0.0,0.0,11.0,2.0,3.0,0.0,0.0
re2c.csv,1.0,0.0,15.0,1.0,2.0,2.0,4.0,25.0,6.0,5.0,0.0,0.0,10.0,4.0,0.0,20.0,3.0,13.0,0.0,7.0
rebecca-aiml.csv,0.0,0.0,19.0,0.0,1.0,1.0,3.0,16.0,2.0,18.0,0.0,3.0,15.0,1.0,0.0,6.0,0.0,7.0,0.0,8.0
rtrt-on-gpu.csv,1.0,0.0,25.0,3.0,2.0,2.0,3.0,9.0,1.0,7.0,10.0,0.0,13.0,10.0,1.0,10.0,3.0,11.0,1.0,4.0
stemkit.csv,0.0,0.0,14.0,3.0,0.0,0.0,4.0,11.0,3.0,0.0,6.0,0.0,4.0,3.0,0.0,19.0,1.0,4.0,2.0,7.0
tcvp.csv,204.0,56.0,2.0,3.0,101.0,0.0,177.0,3.0,57.0,6.0,2.0,0.0,2.0,0.0,0.0,59.0,0.0,161.0,0.0,3.0
tktoolkit.csv,3.0,0.0,0.0,1.0,1.0,0.0,4.0,18.0,8.0,6.0,2.0,4.0,8.0,3.0,0.0,23.0,2.0,4.0,1.0,4.0
tycho.csv,4.0,0.0,0.0,13.0,0.0,1.0,1.0,1.0,2.0,16.0,0.0,2.0,15.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0
xstore.csv,0.0,3.0,0.0,0.0,1.0,0.0,13.0,1.0,14.0,17.0,3.0,0.0,17.0,0.0,0.0,13.0,2.0,2.0,0.0,4.0
