,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.38,0.13,0.1,0.31,0.06,0.17
fluent-nhibernate.csv,0.29,0.3,0.33,0.44,0.36,0.49
h2database.csv,0.29,0.42,0.18,0.63,0.21,0.42
jaql.csv,0.3,0.3,0.39,0.62,0.33,0.41
raven-monitoring.csv,0.13,0.13,0.69,0.38,0.36,0.16
v8.csv,0.05,0.26,0.46,0.42,0.9,0.17
