,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,4.0,2.0,1.0,0.0,0.0,0.0
fluent-nhibernate.csv,25.0,0.0,3.0,0.0,0.0,2.0
h2database.csv,17.0,1.0,1.0,3.0,0.0,7.0
jaql.csv,16.0,4.0,0.0,2.0,0.0,8.0
raven-monitoring.csv,1.0,62.0,0.0,1.0,0.0,24.0
v8.csv,8.0,17.0,0.0,2.0,0.0,23.0
