,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.63,0.8,0.88,0.86,0.26,0.88,0.87,0.9,0.89,0.8,0.83,0.88,0.74,0.18,0.83
fmri-dmt.csv,0.87,0.84,0.85,0.86,1.21,0.96,0.23,0.78,0.89,0.84,1.02,0.86,0.88,0.93,0.87
ftm.csv,0.56,0.65,0.76,0.57,0.26,0.55,0.69,0.78,0.57,0.89,0.74,0.65,0.45,0.85,0.76
fulguro.csv,0.73,1.0,0.72,0.8,0.91,0.89,0.84,0.6,1.0,0.67,0.76,0.92,0.78,0.94,0.63
gss.csv,0.96,0.74,0.85,0.82,0.83,0.78,1.01,0.96,1.0,0.67,0.34,0.86,0.81,0.59,0.53
illumination.csv,1.0,1.0,1.0,1.0,0.97,0.96,0.7,0.74,1.0,0.22,0.71,1.0,1.0,0.97,1.0
ldview.csv,0.7,0.99,0.47,1.0,0.74,1.0,0.68,0.79,0.76,0.85,0.68,0.54,0.84,1.0,0.71
monetdb.csv,0.47,0.56,0.68,0.4,0.27,0.71,0.86,0.68,0.38,0.66,0.61,0.66,0.63,0.61,0.86
netatalk.csv,0.6,0.63,0.61,0.7,0.85,0.52,0.9,0.93,0.98,0.74,0.88,0.66,0.93,0.57,0.89
olex2.csv,0.44,0.87,1.0,0.94,0.61,0.66,0.47,0.78,0.84,0.89,0.74,0.39,0.54,0.7,1.0
qpe.csv,0.41,0.68,0.72,0.56,1.03,0.4,0.63,0.82,0.56,0.65,0.37,0.79,0.78,1.23,0.7
quark.csv,0.77,0.96,0.82,0.66,1.0,0.79,1.0,0.89,0.28,1.0,0.9,0.85,0.57,0.94,0.92
sepgsql.csv,0.46,0.35,0.58,0.5,0.18,0.49,0.86,0.83,0.41,0.83,0.61,0.59,0.62,0.59,0.92
synergyspace.csv,0.78,0.69,1.0,0.86,0.67,0.94,0.78,0.42,0.95,0.84,0.63,0.95,0.95,0.98,0.91
