,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,0.0,0.02,0.54,0.01,0.02,0.07,0.08,0.1,0.02,0.04
h2database.csv,0.06,0.0,0.13,0.03,0.02,0.38,0.38,0.3,0.42,0.41
hannosset.csv,0.16,0.06,0.04,0.11,0.03,0.0,0.0,0.06,0.03,0.05
jaql.csv,0.35,0.26,0.27,0.01,0.26,0.48,0.08,0.58,0.34,0.26
megameknet.csv,0.32,0.43,0.1,0.19,0.0,0.58,0.85,0.36,0.58,0.39
ngl.csv,0.48,0.4,0.38,0.39,0.22,0.55,0.38,0.01,0.56,0.72
qedo.csv,0.05,0.13,0.02,0.11,0.08,0.0,0.31,0.05,0.35,0.0
qmmp.csv,0.59,0.51,0.44,0.31,0.75,0.57,0.69,0.66,0.02,0.77
raven-monitoring.csv,0.33,0.31,0.0,0.24,0.18,0.64,0.54,0.62,0.71,0.13
v8.csv,0.7,0.74,0.98,0.87,0.45,0.36,0.0,1.0,0.95,0.9
