,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.42,0.55,0.79,0.25,0.67,0.44,0.54,1.0
enlightenment.csv,0.99,1.0,1.0,0.64,1.0,0.99,0.98,1.0
ildjit.csv,0.54,0.66,0.34,0.26,0.53,0.31,0.05,0.0
jfreereport.csv,0.1,0.03,0.43,0.15,0.06,0.26,0.1,0.0
lufa-lib.csv,0.49,0.69,0.53,0.59,0.31,0.72,0.67,0.38
pcsx2.csv,0.37,0.07,0.68,0.62,0.94,0.77,0.8,0.0
psycle.csv,0.66,0.41,0.89,0.81,0.64,0.84,0.8,1.0
wxjs.csv,0.05,0.0,0.08,0.0,0.03,0.03,0.01,1.0
