,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.33,0.38,0.54,0.53,0.37
aime.csv,0.47,0.45,0.56,0.67,0.48
badtrinitycore.csv,0.0,0.5,0.66,0.68,0.42
electric-core.csv,0.33,0.51,0.67,0.47,0.49
olsrd.csv,0.31,0.33,0.57,0.57,0.36
