,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.44,0.79,0.44,0.22,0.31,0.24,0.58,0.53,0.15,0.45,0.14,0.68,0.8,0.53
customwars.csv,0.33,0.81,0.54,0.24,0.36,0.16,0.5,0.5,0.22,0.42,0.18,0.61,0.57,0.74
firebreath.csv,0.36,0.79,0.49,0.23,0.27,0.46,0.55,0.42,0.19,0.39,0.27,0.63,0.67,0.69
gss.csv,0.33,0.75,0.4,0.18,0.25,0.25,0.46,0.51,0.15,0.38,0.11,0.62,0.52,0.88
irplus.csv,0.42,0.82,0.47,0.27,0.36,0.21,0.47,0.51,0.27,0.56,0.24,0.6,0.6,1.0
kwave.csv,0.31,0.81,0.4,0.17,0.23,0.43,0.54,0.34,0.14,0.31,0.09,0.63,0.51,0.71
liferea.csv,0.36,0.86,0.54,0.21,0.43,0.2,0.54,0.39,0.17,0.43,0.18,0.62,0.45,0.65
plearn.csv,0.42,0.75,0.48,0.2,0.75,0.09,0.47,0.33,0.14,0.41,0.22,0.62,0.67,0.45
psrchive.csv,0.4,0.75,0.5,0.43,0.21,0.23,0.45,0.45,0.22,0.5,0.21,0.61,0.67,0.64
qcad2.csv,0.33,0.82,0.57,0.17,0.26,0.57,0.53,0.57,0.13,0.31,0.15,0.64,0.67,0.65
tzod.csv,0.38,0.73,0.57,0.19,0.41,0.29,0.41,0.44,0.11,0.52,0.21,0.63,0.67,0.88
wxcode.csv,0.44,0.82,1.0,0.28,0.36,0.14,0.55,0.63,0.28,0.62,0.33,0.58,0.61,0.89
xinity.csv,0.22,0.58,0.28,0.08,0.21,0.3,0.38,0.25,0.16,0.33,0.05,0.8,0.37,0.54
xmoto.csv,0.38,0.83,0.53,0.25,0.22,0.38,0.43,0.5,0.19,0.42,0.1,0.57,0.69,0.83
