,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.81,0.55,0.8,1.0,0.45,0.92,0.44,0.4,0.72
carabiner.csv,0.78,0.64,0.83,1.0,0.56,0.0,0.5,1.0,0.6
grisbi.csv,0.79,0.54,0.8,0.63,0.41,1.0,0.44,0.24,0.79
jmol.csv,0.79,0.62,0.99,0.47,0.52,0.79,0.61,0.23,0.85
minig.csv,0.77,0.61,0.87,0.85,1.0,1.0,0.44,0.45,0.9
mobicents.csv,0.76,1.0,0.83,0.44,0.5,0.91,0.61,0.39,0.78
x4x.csv,1.0,0.53,0.8,0.53,0.38,0.83,0.4,0.29,0.77
zabbix.csv,0.82,0.53,0.84,0.62,0.39,0.84,0.98,0.38,0.78
zxing.csv,0.77,0.57,0.82,0.54,0.41,0.86,0.38,0.27,1.0
