,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.58,0.56,0.7,0.0,0.35,0.29,0.49,0.35,0.76
carabiner.csv,0.67,0.3,0.61,0.0,0.19,0.0,0.01,0.0,0.35
grisbi.csv,0.83,0.85,0.91,0.4,0.77,0.0,0.47,0.76,0.88
jmol.csv,0.5,0.3,0.04,0.86,0.19,0.86,0.3,0.2,0.24
minig.csv,0.58,0.35,0.35,0.09,0.0,0.0,0.28,0.12,0.24
mobicents.csv,0.42,0.0,0.39,0.29,0.27,0.29,0.16,0.27,0.41
x4x.csv,0.0,0.87,0.96,1.0,0.87,0.93,0.99,0.94,0.94
zabbix.csv,0.58,0.74,0.65,0.6,0.61,0.71,0.01,0.61,0.82
zxing.csv,0.58,0.42,0.39,0.89,0.46,0.64,0.93,0.43,0.0
