,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.21,0.45,0.39,0.02
jajuk.csv,0.01,0.31,0.34,0.88
vapor.csv,0.04,0.03,0.0,0.04
zorannt.csv,0.03,0.0,0.37,0.45
