,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,7.0,16.0,8.0,0.0
jajuk.csv,0.0,3.0,3.0,2.0
vapor.csv,1.0,1.0,0.0,1.0
zorannt.csv,0.0,0.0,4.0,2.0
